Record ID, Country, Match
MT886925.1, KENYA, 1
MT886924.1, KENYA, 1
MT886923.1, KENYA, 1
MT886922.1, KENYA, 1
MT886921.1, KENYA, 1
MT886920.1, KENYA, 1
MT886919.1, KENYA, 1
MT886918.1, KENYA, 1
MT886917.1, KENYA, 1
MT886916.1, KENYA, 1
MT886915.1, KENYA, 1
MT886914.1, KENYA, 1
MT886913.1, KENYA, 1
MT886912.1, KENYA, 1
MT886911.1, KENYA, 1
MT886910.1, KENYA, 1
MT886909.1, KENYA, 1
MT886908.1, KENYA, 1
MT886907.1, KENYA, 1
MT886906.1, KENYA, 1
MT886905.1, KENYA, 1
MT886904.1, KENYA, 1
MT886903.1, KENYA, 1
MT886902.1, KENYA, 1
MT886901.1, KENYA, 1
MT886900.1, KENYA, 1
MT886899.1, KENYA, 1
MT886898.1, KENYA, 1
MT886897.1, KENYA, 1
MT886896.1, KENYA, 1
MT886895.1, KENYA, 1
MT886894.1, KENYA, 1
MT886893.1, KENYA, 1
MT886892.1, KENYA, 1
MT886891.1, KENYA, 1
MT886890.1, KENYA, 1
MT886889.1, KENYA, 1
MT886888.1, KENYA, 1
MT886887.1, KENYA, 1
MT886886.1, KENYA, 1
MT886885.1, KENYA, 1
MT886884.1, KENYA, 1
MT886883.1, KENYA, 1
MT886882.1, KENYA, 1
MT886881.1, KENYA, 1
MT886880.1, KENYA, 1
MT886879.1, KENYA, 1
MT886878.1, KENYA, 1
MT886877.1, KENYA, 1
MT886876.1, KENYA, 1
MT886875.1, KENYA, 1
MT886874.1, KENYA, 1
MT886873.1, KENYA, 1
MT886872.1, KENYA, 1
MT886871.1, KENYA, 1
MT886870.1, KENYA, 1
MT886869.1, KENYA, 1
MT886868.1, KENYA, 1
MT886867.1, KENYA, 1
MT886866.1, KENYA, 1
MN044259.1, ?, ?
MN044258.1, ?, ?
MN044257.1, ?, ?
MN044256.1, ?, ?
MN044255.1, ?, ?
MN044254.1, ?, ?
MN044253.1, ?, ?
MN044252.1, ?, ?
MN044251.1, ?, ?
MN044250.1, ?, ?
MN044249.1, ?, ?
MN044248.1, ?, ?
MN044247.1, ?, ?
MN044246.1, ?, ?
MN044245.1, ?, ?
MN044244.1, ?, ?
MN044243.1, ?, ?
MN044242.1, ?, ?
MN044241.1, ?, ?
MN044240.1, ?, ?
MN044239.1, ?, ?
MN044238.1, ?, ?
MN044237.1, ?, ?
MN044236.1, ?, ?
MN044235.1, ?, ?
MN044234.1, ?, ?
MN044233.1, ?, ?
MN044232.1, ?, ?
MN044231.1, ?, ?
MN044230.1, ?, ?
MN044229.1, ?, ?
MN044228.1, ?, ?
MN044227.1, ?, ?
MN044226.1, ?, ?
MN044225.1, ?, ?
MN044224.1, ?, ?
MK975308.1, ?, ?
MK975307.1, ?, ?
MK975306.1, ?, ?
MK975305.1, ?, ?
MK975304.1, ?, ?
MK975303.1, ?, ?
MK975302.1, ?, ?
MK975301.1, ?, ?
MK975300.1, ?, ?
MK975299.1, ?, ?
MK975298.1, ?, ?
MK975297.1, ?, ?
MK975296.1, ?, ?
MK975295.1, ?, ?
MK975294.1, ?, ?
MK975293.1, ?, ?
MK975292.1, ?, ?
MK975291.1, ?, ?
MK975290.1, ?, ?
MK975289.1, ?, ?
MK975288.1, ?, ?
MK975287.1, ?, ?
MK975286.1, ?, ?
MK975285.1, ?, ?
MK975284.1, ?, ?
MK975283.1, ?, ?
MK975282.1, ?, ?
MK975281.1, ?, ?
MK975280.1, ?, ?
MK975279.1, ?, ?
MK975278.1, ?, ?
MK975277.1, ?, ?
MK975276.1, ?, ?
MK975275.1, ?, ?
MK975274.1, ?, ?
MK975273.1, ?, ?
MK975272.1, ?, ?
MK975271.1, ?, ?
MK975270.1, ?, ?
MK975269.1, ?, ?
MK975268.1, ?, ?
MK975267.1, ?, ?
MK975266.1, ?, ?
MK975265.1, ?, ?
MK975264.1, ?, ?
MK975263.1, ?, ?
MK975262.1, ?, ?
MK975261.1, ?, ?
MK975260.1, ?, ?
MK975259.1, ?, ?
MK975258.1, ?, ?
MK933945.1, KENYA: BUNGOMA COUNTY, 1
MK933944.1, KENYA: BUNGOMA COUNTY, 1
MK933943.1, KENYA: BUNGOMA COUNTY, 1
MK933942.1, KENYA: BUNGOMA COUNTY, 1
MK933941.1, KENYA: BUNGOMA COUNTY, 1
MK933940.1, KENYA: BUNGOMA COUNTY, 1
MK933939.1, KENYA: BUNGOMA COUNTY, 1
MK933938.1, KENYA: BUNGOMA COUNTY, 1
MK933937.1, KENYA: BUNGOMA COUNTY, 1
MK933936.1, KENYA: BUNGOMA COUNTY, 1
MK933935.1, KENYA: BUNGOMA COUNTY, 1
MK933934.1, KENYA: BUNGOMA COUNTY, 1
MK933933.1, KENYA: BUNGOMA COUNTY, 1
MK933932.1, KENYA: BUNGOMA COUNTY, 1
MK933931.1, KENYA: BUNGOMA COUNTY, 1
MK933930.1, KENYA: BUNGOMA COUNTY, 1
MK933929.1, KENYA: BUNGOMA COUNTY, 1
MK933928.1, KENYA: BUNGOMA COUNTY, 1
MK933927.1, KENYA: BUNGOMA COUNTY, 1
MK933926.1, KENYA: BUNGOMA COUNTY, 1
MK933925.1, KENYA: BUNGOMA COUNTY, 1
MK933924.1, KENYA: BUNGOMA COUNTY, 1
