"SampleID","SampleName","MarkerID","Haplotype","Reads","NA"
"029-1_S24","029-1_S24","msp1","msp1-1148",1031,FALSE
"029-1_S24","029-1_S24","msp1","msp1-1734",1042,FALSE
"029-1_S24","029-1_S24","msp1","msp1-2",3273,FALSE
"029-1_S24","029-1_S24","msp1","Noise",9126,FALSE
"029-1_S24","029-1_S24","msp1","msp1-1",25665,FALSE
"030-1_S26","030-1_S26","msp1","Noise",462,FALSE
"030-1_S26","030-1_S26","msp1","Chimera",445,FALSE
"030-1_S26","030-1_S26","msp1","Singelton",2598,FALSE
"030-1_S26","030-1_S26","msp1","Indels",3,FALSE
"030-1_S26","030-1_S26","msp1","msp1-1562",904,FALSE
"030-1_S26","030-1_S26","msp1","msp1-1",4008,FALSE
"030-1_S26","030-1_S26","msp1","msp1-2",5759,FALSE
"030-1_S26","030-1_S26","msp1","Noise",7859,FALSE
"030-1_S26","030-1_S26","msp1","msp1-1110",9760,FALSE
"040-1_S29","040-1_S29","msp1","Noise",587,FALSE
"040-1_S29","040-1_S29","msp1","Chimera",494,FALSE
"040-1_S29","040-1_S29","msp1","Singelton",2404,FALSE
"040-1_S29","040-1_S29","msp1","Indels",1,FALSE
"040-1_S29","040-1_S29","msp1","msp1-1734",2457,FALSE
"040-1_S29","040-1_S29","msp1","msp1-2",4793,FALSE
"040-1_S29","040-1_S29","msp1","Noise",15352,FALSE
"040-1_S29","040-1_S29","msp1","msp1-1",17384,FALSE
"048-1_S31","048-1_S31","msp1","Noise",2626,FALSE
"048-1_S31","048-1_S31","msp1","Chimera",1145,FALSE
"048-1_S31","048-1_S31","msp1","Singelton",4392,FALSE
"048-1_S31","048-1_S31","msp1","Indels",1,FALSE
"048-1_S31","048-1_S31","msp1","msp1-1734",854,FALSE
"048-1_S31","048-1_S31","msp1","msp1-1110",945,FALSE
"048-1_S31","048-1_S31","msp1","msp1-2",3789,FALSE
"048-1_S31","048-1_S31","msp1","Noise",14500,FALSE
"048-1_S31","048-1_S31","msp1","msp1-1",17000,FALSE
"11639-1_S7","11639-1_S7","msp1","Noise",3208,FALSE
"11639-1_S7","11639-1_S7","msp1","Chimera",7058,FALSE
"11639-1_S7","11639-1_S7","msp1","Singelton",8585,FALSE
"11639-1_S7","11639-1_S7","msp1","Indels",4,FALSE
"11639-1_S7","11639-1_S7","msp1","msp1-1734",32440,FALSE
"11639-1_S7","11639-1_S7","msp1","msp1-268",45987,FALSE
"11639-1_S7","11639-1_S7","msp1","Noise",78721,FALSE
"11800-1_S16","11800-1_S16","msp1","Noise",959,FALSE
"11800-1_S16","11800-1_S16","msp1","Chimera",1111,FALSE
"11800-1_S16","11800-1_S16","msp1","Singelton",8454,FALSE
"11800-1_S16","11800-1_S16","msp1","Indels",12,FALSE
"11800-1_S16","11800-1_S16","msp1","Noise",35305,FALSE
"11800-1_S16","11800-1_S16","msp1","msp1-11",164401,FALSE
"13819-1_S8","13819-1_S8","msp1","Noise",1007,FALSE
"13819-1_S8","13819-1_S8","msp1","Chimera",15268,FALSE
"13819-1_S8","13819-1_S8","msp1","Singelton",10491,FALSE
"13819-1_S8","13819-1_S8","msp1","Indels",25,FALSE
"13819-1_S8","13819-1_S8","msp1","msp1-3912",12832,FALSE
"13819-1_S8","13819-1_S8","msp1","msp1-268",19413,FALSE
"13819-1_S8","13819-1_S8","msp1","Noise",137229,FALSE
"13839-1_S12","13839-1_S12","msp1","Noise",13742,FALSE
"13839-1_S12","13839-1_S12","msp1","Chimera",5201,FALSE
"13839-1_S12","13839-1_S12","msp1","Singelton",10990,FALSE
"13839-1_S12","13839-1_S12","msp1","Indels",6,FALSE
"13839-1_S12","13839-1_S12","msp1","msp1-1",13319,FALSE
"13839-1_S12","13839-1_S12","msp1","msp1-2",13577,FALSE
"13839-1_S12","13839-1_S12","msp1","Noise",34793,FALSE
"13839-1_S12","13839-1_S12","msp1","msp1-162",161493,FALSE
"18330-1_S6","18330-1_S6","msp1","Noise",937,FALSE
"18330-1_S6","18330-1_S6","msp1","Chimera",1235,FALSE
"18330-1_S6","18330-1_S6","msp1","Singelton",6621,FALSE
"18330-1_S6","18330-1_S6","msp1","Indels",4922,FALSE
"18330-1_S6","18330-1_S6","msp1","msp1-935",3522,FALSE
"18330-1_S6","18330-1_S6","msp1","msp1-42",3701,FALSE
"18330-1_S6","18330-1_S6","msp1","msp1-384",4981,FALSE
"18330-1_S6","18330-1_S6","msp1","msp1-830",6076,FALSE
"18330-1_S6","18330-1_S6","msp1","msp1-244",6778,FALSE
"18330-1_S6","18330-1_S6","msp1","Noise",102708,FALSE
"18411-1_S15","18411-1_S15","msp1","Noise",1101,FALSE
"18411-1_S15","18411-1_S15","msp1","Chimera",1909,FALSE
"18411-1_S15","18411-1_S15","msp1","Singelton",5810,FALSE
"18411-1_S15","18411-1_S15","msp1","Indels",1,FALSE
"18411-1_S15","18411-1_S15","msp1","Noise",23867,FALSE
"18411-1_S15","18411-1_S15","msp1","msp1-102",127007,FALSE
"18437-1_S17","18437-1_S17","msp1","Noise",531,FALSE
"18437-1_S17","18437-1_S17","msp1","Chimera",398,FALSE
"18437-1_S17","18437-1_S17","msp1","Singelton",5738,FALSE
"18437-1_S17","18437-1_S17","msp1","Indels",2,FALSE
"18437-1_S17","18437-1_S17","msp1","Noise",21168,FALSE
"18437-1_S17","18437-1_S17","msp1","msp1-1",150992,FALSE
"192771-1_S14","192771-1_S14","msp1","Noise",1877,FALSE
"192771-1_S14","192771-1_S14","msp1","Chimera",490,FALSE
"192771-1_S14","192771-1_S14","msp1","Singelton",6129,FALSE
"192771-1_S14","192771-1_S14","msp1","Indels",12,FALSE
"192771-1_S14","192771-1_S14","msp1","Noise",23735,FALSE
"192771-1_S14","192771-1_S14","msp1","msp1-102",130327,FALSE
"22511-1_S18","22511-1_S18","msp1","Noise",344,FALSE
"22511-1_S18","22511-1_S18","msp1","Chimera",5329,FALSE
"22511-1_S18","22511-1_S18","msp1","Singelton",9291,FALSE
"22511-1_S18","22511-1_S18","msp1","msp1-3912",8752,FALSE
"22511-1_S18","22511-1_S18","msp1","Noise",60897,FALSE
"22511-1_S18","22511-1_S18","msp1","msp1-268",119533,FALSE
"82281-1_S3","82281-1_S3","msp1","Noise",2948,FALSE
"82281-1_S3","82281-1_S3","msp1","Chimera",760,FALSE
"82281-1_S3","82281-1_S3","msp1","Singelton",8105,FALSE
"82281-1_S3","82281-1_S3","msp1","Indels",1,FALSE
"82281-1_S3","82281-1_S3","msp1","msp1-1417",17010,FALSE
"82281-1_S3","82281-1_S3","msp1","Noise",28423,FALSE
"82281-1_S3","82281-1_S3","msp1","msp1-1148",156492,FALSE
"8238-1_S10","8238-1_S10","msp1","Noise",2753,FALSE
"8238-1_S10","8238-1_S10","msp1","Chimera",769,FALSE
"8238-1_S10","8238-1_S10","msp1","Singelton",7574,FALSE
"8238-1_S10","8238-1_S10","msp1","Indels",2,FALSE
"8238-1_S10","8238-1_S10","msp1","msp1-1417",14846,FALSE
"8238-1_S10","8238-1_S10","msp1","Noise",27657,FALSE
"8238-1_S10","8238-1_S10","msp1","msp1-1148",155192,FALSE
"Abass-1_S4","Abass-1_S4","msp1","Noise",7548,FALSE
"Abass-1_S4","Abass-1_S4","msp1","Chimera",10921,FALSE
"Abass-1_S4","Abass-1_S4","msp1","Singelton",10393,FALSE
"Abass-1_S4","Abass-1_S4","msp1","Indels",4,FALSE
"Abass-1_S4","Abass-1_S4","msp1","msp1-42",3420,FALSE
"Abass-1_S4","Abass-1_S4","msp1","msp1-3912",20557,FALSE
"Abass-1_S4","Abass-1_S4","msp1","msp1-268",60330,FALSE
"Abass-1_S4","Abass-1_S4","msp1","Noise",70250,FALSE
"Ali-1_S19","Ali-1_S19","msp1","Noise",326,FALSE
"Ali-1_S19","Ali-1_S19","msp1","Chimera",12980,FALSE
"Ali-1_S19","Ali-1_S19","msp1","Singelton",12648,FALSE
"Ali-1_S19","Ali-1_S19","msp1","Indels",15,FALSE
"Ali-1_S19","Ali-1_S19","msp1","msp1-1416",70989,FALSE
"Ali-1_S19","Ali-1_S19","msp1","Noise",111841,FALSE
"Balkisu-1_S2","Balkisu-1_S2","msp1","Noise",662,FALSE
"Balkisu-1_S2","Balkisu-1_S2","msp1","Chimera",448,FALSE
"Balkisu-1_S2","Balkisu-1_S2","msp1","Singelton",7512,FALSE
"Balkisu-1_S2","Balkisu-1_S2","msp1","Noise",28721,FALSE
"Balkisu-1_S2","Balkisu-1_S2","msp1","msp1-42",186974,FALSE
"cc001-1_S29","cc001-1_S29","msp1","Noise",2061,FALSE
"cc001-1_S29","cc001-1_S29","msp1","Chimera",495,FALSE
"cc001-1_S29","cc001-1_S29","msp1","Singelton",3063,FALSE
"cc001-1_S29","cc001-1_S29","msp1","Indels",1,FALSE
"cc001-1_S29","cc001-1_S29","msp1","Noise",56518,FALSE
"cc002-1_S30","cc002-1_S30","msp1","Noise",728,FALSE
"cc002-1_S30","cc002-1_S30","msp1","Chimera",1447,FALSE
"cc002-1_S30","cc002-1_S30","msp1","Singelton",3271,FALSE
"cc002-1_S30","cc002-1_S30","msp1","msp1-2",1611,FALSE
"cc002-1_S30","cc002-1_S30","msp1","msp1-708",2201,FALSE
"cc002-1_S30","cc002-1_S30","msp1","msp1-1734",4043,FALSE
"cc002-1_S30","cc002-1_S30","msp1","Noise",8452,FALSE
"cc002-1_S30","cc002-1_S30","msp1","msp1-1",43570,FALSE
"cc003-1_S31","cc003-1_S31","msp1","Noise",214,FALSE
"cc003-1_S31","cc003-1_S31","msp1","Chimera",352,FALSE
"cc003-1_S31","cc003-1_S31","msp1","Singelton",3685,FALSE
"cc003-1_S31","cc003-1_S31","msp1","Indels",1928,FALSE
"cc003-1_S31","cc003-1_S31","msp1","msp1-11",1452,FALSE
"cc003-1_S31","cc003-1_S31","msp1","Noise",11675,FALSE
"cc003-1_S31","cc003-1_S31","msp1","msp1-53",57186,FALSE
"cc004-1_S32","cc004-1_S32","msp1","Noise",4462,FALSE
"cc004-1_S32","cc004-1_S32","msp1","Chimera",7169,FALSE
"cc004-1_S32","cc004-1_S32","msp1","Singelton",3953,FALSE
"cc004-1_S32","cc004-1_S32","msp1","msp1-227",2454,FALSE
"cc004-1_S32","cc004-1_S32","msp1","Noise",33127,FALSE
"cc004-1_S32","cc004-1_S32","msp1","msp1-164",33195,FALSE
"cc005-1_S33","cc005-1_S33","msp1","Noise",69,FALSE
"cc005-1_S33","cc005-1_S33","msp1","Chimera",54,FALSE
"cc005-1_S33","cc005-1_S33","msp1","Singelton",2374,FALSE
"cc005-1_S33","cc005-1_S33","msp1","Noise",6149,FALSE
"cc005-1_S33","cc005-1_S33","msp1","msp1-1",48476,FALSE
"cc006-1_S34","cc006-1_S34","msp1","Noise",617,FALSE
"cc006-1_S34","cc006-1_S34","msp1","Chimera",5323,FALSE
"cc006-1_S34","cc006-1_S34","msp1","Singelton",4033,FALSE
"cc006-1_S34","cc006-1_S34","msp1","Indels",1,FALSE
"cc006-1_S34","cc006-1_S34","msp1","msp1-435",1483,FALSE
"cc006-1_S34","cc006-1_S34","msp1","msp1-2",4458,FALSE
"cc006-1_S34","cc006-1_S34","msp1","msp1-1",8339,FALSE
"cc006-1_S34","cc006-1_S34","msp1","Noise",27361,FALSE
"cc006-1_S34","cc006-1_S34","msp1","msp1-162",29434,FALSE
"cc007-1_S35","cc007-1_S35","msp1","Noise",1989,FALSE
"cc007-1_S35","cc007-1_S35","msp1","Chimera",1770,FALSE
"cc007-1_S35","cc007-1_S35","msp1","Singelton",5867,FALSE
"cc007-1_S35","cc007-1_S35","msp1","Indels",9,FALSE
"cc007-1_S35","cc007-1_S35","msp1","msp1-1",6866,FALSE
"cc007-1_S35","cc007-1_S35","msp1","msp1-2",11601,FALSE
"cc007-1_S35","cc007-1_S35","msp1","Noise",54605,FALSE
"cc008-1_S36","cc008-1_S36","msp1","Noise",617,FALSE
"cc008-1_S36","cc008-1_S36","msp1","Chimera",3818,FALSE
"cc008-1_S36","cc008-1_S36","msp1","Singelton",2621,FALSE
"cc008-1_S36","cc008-1_S36","msp1","msp1-1416",2018,FALSE
"cc008-1_S36","cc008-1_S36","msp1","Noise",14060,FALSE
"cc008-1_S36","cc008-1_S36","msp1","msp1-1",30075,FALSE
"cc009-1_S37","cc009-1_S37","msp1","Noise",242,FALSE
"cc009-1_S37","cc009-1_S37","msp1","Chimera",1243,FALSE
"cc009-1_S37","cc009-1_S37","msp1","Singelton",3243,FALSE
"cc009-1_S37","cc009-1_S37","msp1","Indels",5,FALSE
"cc009-1_S37","cc009-1_S37","msp1","Noise",54397,FALSE
"cc010-1_S38","cc010-1_S38","msp1","Noise",27,FALSE
"cc010-1_S38","cc010-1_S38","msp1","Chimera",2571,FALSE
"cc010-1_S38","cc010-1_S38","msp1","Singelton",4810,FALSE
"cc010-1_S38","cc010-1_S38","msp1","Indels",819,FALSE
"cc010-1_S38","cc010-1_S38","msp1","msp1-1",1994,FALSE
"cc010-1_S38","cc010-1_S38","msp1","msp1-2",3534,FALSE
"cc010-1_S38","cc010-1_S38","msp1","Noise",71604,FALSE
"cc011-1_S39","cc011-1_S39","msp1","Noise",195,FALSE
"cc011-1_S39","cc011-1_S39","msp1","Chimera",9393,FALSE
"cc011-1_S39","cc011-1_S39","msp1","Singelton",6540,FALSE
"cc011-1_S39","cc011-1_S39","msp1","Indels",57,FALSE
"cc011-1_S39","cc011-1_S39","msp1","msp1-2",2021,FALSE
"cc011-1_S39","cc011-1_S39","msp1","msp1-1110",3057,FALSE
"cc011-1_S39","cc011-1_S39","msp1","msp1-1",10557,FALSE
"cc011-1_S39","cc011-1_S39","msp1","Noise",52346,FALSE
"cc012-1_S40","cc012-1_S40","msp1","Noise",91,FALSE
"cc012-1_S40","cc012-1_S40","msp1","Chimera",491,FALSE
"cc012-1_S40","cc012-1_S40","msp1","Singelton",3346,FALSE
"cc012-1_S40","cc012-1_S40","msp1","Noise",16337,FALSE
"cc012-1_S40","cc012-1_S40","msp1","msp1-5414",26299,FALSE
"cc012-1_S40","cc012-1_S40","msp1","msp1-6679",36612,FALSE
"cc014-1_S22","cc014-1_S22","msp1","Noise",3827,FALSE
"cc014-1_S22","cc014-1_S22","msp1","Chimera",16386,FALSE
"cc014-1_S22","cc014-1_S22","msp1","Singelton",11153,FALSE
"cc014-1_S22","cc014-1_S22","msp1","Indels",13,FALSE
"cc014-1_S22","cc014-1_S22","msp1","msp1-1",23272,FALSE
"cc014-1_S22","cc014-1_S22","msp1","Noise",157960,FALSE
"cc016-1_S24","cc016-1_S24","msp1","Noise",4980,FALSE
"cc016-1_S24","cc016-1_S24","msp1","Chimera",6804,FALSE
"cc016-1_S24","cc016-1_S24","msp1","Singelton",14449,FALSE
"cc016-1_S24","cc016-1_S24","msp1","Indels",2910,FALSE
"cc016-1_S24","cc016-1_S24","msp1","msp1-164",5369,FALSE
"cc016-1_S24","cc016-1_S24","msp1","msp1-115",8594,FALSE
"cc016-1_S24","cc016-1_S24","msp1","msp1-162",9529,FALSE
"cc016-1_S24","cc016-1_S24","msp1","msp1-102",18960,FALSE
"cc016-1_S24","cc016-1_S24","msp1","msp1-824",61581,FALSE
"cc016-1_S24","cc016-1_S24","msp1","Noise",125896,FALSE
"cc017-1_S25","cc017-1_S25","msp1","Noise",5781,FALSE
"cc017-1_S25","cc017-1_S25","msp1","Chimera",4223,FALSE
"cc017-1_S25","cc017-1_S25","msp1","Singelton",11265,FALSE
"cc017-1_S25","cc017-1_S25","msp1","Indels",1389,FALSE
"cc017-1_S25","cc017-1_S25","msp1","msp1-102",6496,FALSE
"cc017-1_S25","cc017-1_S25","msp1","msp1-164",34418,FALSE
"cc017-1_S25","cc017-1_S25","msp1","Noise",157402,FALSE
"cc018-1_S26","cc018-1_S26","msp1","Noise",8504,FALSE
"cc018-1_S26","cc018-1_S26","msp1","Chimera",25626,FALSE
"cc018-1_S26","cc018-1_S26","msp1","Singelton",15069,FALSE
"cc018-1_S26","cc018-1_S26","msp1","Indels",351,FALSE
"cc018-1_S26","cc018-1_S26","msp1","msp1-824",25790,FALSE
"cc018-1_S26","cc018-1_S26","msp1","msp1-1416",38581,FALSE
"cc018-1_S26","cc018-1_S26","msp1","Noise",132010,FALSE
"cc020-1_S27","cc020-1_S27","msp1","Noise",2434,FALSE
"cc020-1_S27","cc020-1_S27","msp1","Chimera",1390,FALSE
"cc020-1_S27","cc020-1_S27","msp1","Singelton",10086,FALSE
"cc020-1_S27","cc020-1_S27","msp1","Indels",472,FALSE
"cc020-1_S27","cc020-1_S27","msp1","Noise",241595,FALSE
"cc021-1_S28","cc021-1_S28","msp1","Noise",1834,FALSE
"cc021-1_S28","cc021-1_S28","msp1","Chimera",6584,FALSE
"cc021-1_S28","cc021-1_S28","msp1","Singelton",8514,FALSE
"cc021-1_S28","cc021-1_S28","msp1","Indels",2,FALSE
"cc021-1_S28","cc021-1_S28","msp1","msp1-244",10316,FALSE
"cc021-1_S28","cc021-1_S28","msp1","Noise",54737,FALSE
"cc021-1_S28","cc021-1_S28","msp1","msp1-42",148183,FALSE
"cc022-1_S29","cc022-1_S29","msp1","Noise",2764,FALSE
"cc022-1_S29","cc022-1_S29","msp1","Chimera",9083,FALSE
"cc022-1_S29","cc022-1_S29","msp1","Singelton",9518,FALSE
"cc022-1_S29","cc022-1_S29","msp1","Indels",84,FALSE
"cc022-1_S29","cc022-1_S29","msp1","msp1-42",3530,FALSE
"cc022-1_S29","cc022-1_S29","msp1","msp1-2",9619,FALSE
"cc022-1_S29","cc022-1_S29","msp1","msp1-1416",11713,FALSE
"cc022-1_S29","cc022-1_S29","msp1","msp1-1417",13783,FALSE
"cc022-1_S29","cc022-1_S29","msp1","msp1-1",29214,FALSE
"cc022-1_S29","cc022-1_S29","msp1","Noise",65492,FALSE
"cco15-1_S23","cco15-1_S23","msp1","Noise",3513,FALSE
"cco15-1_S23","cco15-1_S23","msp1","Chimera",2031,FALSE
"cco15-1_S23","cco15-1_S23","msp1","Singelton",9822,FALSE
"cco15-1_S23","cco15-1_S23","msp1","Indels",1471,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-164",5191,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-2",6428,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-162",9619,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-115",12115,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-102",16592,FALSE
"cco15-1_S23","cco15-1_S23","msp1","Noise",43776,FALSE
"cco15-1_S23","cco15-1_S23","msp1","msp1-708",97764,FALSE
"kg073-1_S20","kg073-1_S20","msp1","Noise",8053,FALSE
"kg073-1_S20","kg073-1_S20","msp1","Chimera",30995,FALSE
"kg073-1_S20","kg073-1_S20","msp1","Singelton",22166,FALSE
"kg073-1_S20","kg073-1_S20","msp1","Indels",3,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-227",4261,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-6679",12928,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-42",15167,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-164",15672,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-5414",16228,FALSE
"kg073-1_S20","kg073-1_S20","msp1","msp1-1",36354,FALSE
"kg073-1_S20","kg073-1_S20","msp1","Noise",65871,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","Noise",1574,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","Chimera",951,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","Singelton",7043,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","Indels",58,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","Noise",20069,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","msp1-227",40842,FALSE
"Mariam-1_S5","Mariam-1_S5","msp1","msp1-42",101150,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","Noise",19,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","Chimera",1250,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","Singelton",2417,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","Indels",1,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","msp1-2",1696,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","Noise",13617,FALSE
"MGH001-1_S28","MGH001-1_S28","msp1","msp1-1",28992,FALSE
"PZ049-1_S21","PZ049-1_S21","msp1","Noise",4781,FALSE
"PZ049-1_S21","PZ049-1_S21","msp1","Chimera",28101,FALSE
"PZ049-1_S21","PZ049-1_S21","msp1","Singelton",20142,FALSE
