"SampleID","SampleName","MarkerID","Haplotype","Reads","NA"
"040-2_S30","040-2_S30","csp","csp-32",4911,FALSE
"040-2_S30","040-2_S30","csp","csp-8",24741,FALSE
"048-2_S32","048-2_S32","csp","Noise",219,FALSE
"048-2_S32","048-2_S32","csp","Indels",28358,FALSE
"048-2_S32","048-2_S32","csp","Singelton",778,FALSE
"048-2_S32","048-2_S32","csp","Chimera",358,FALSE
"048-2_S32","048-2_S32","csp","csp-32",281,FALSE
"048-2_S32","048-2_S32","csp","csp-53",286,FALSE
"048-2_S32","048-2_S32","csp","csp-4",307,FALSE
"048-2_S32","048-2_S32","csp","Noise",310,FALSE
"048-2_S32","048-2_S32","csp","csp-47",347,FALSE
"048-2_S32","048-2_S32","csp","csp-35",750,FALSE
"048-2_S32","048-2_S32","csp","csp-55",1541,FALSE
"048-2_S32","048-2_S32","csp","csp-15",1838,FALSE
"048-2_S32","048-2_S32","csp","csp-8",2920,FALSE
"11639-2_S6","11639-2_S6","csp","Noise",1462,FALSE
"11639-2_S6","11639-2_S6","csp","Indels",213,FALSE
"11639-2_S6","11639-2_S6","csp","Singelton",2729,FALSE
"11639-2_S6","11639-2_S6","csp","Chimera",70,FALSE
"11639-2_S6","11639-2_S6","csp","csp-35",269759,FALSE
"11800-2_S15","11800-2_S15","csp","Noise",2312,FALSE
"11800-2_S15","11800-2_S15","csp","Indels",503,FALSE
"11800-2_S15","11800-2_S15","csp","Singelton",3313,FALSE
"11800-2_S15","11800-2_S15","csp","Chimera",437,FALSE
"11800-2_S15","11800-2_S15","csp","Noise",275594,FALSE
"13819-2_S7","13819-2_S7","csp","Noise",4561,FALSE
"13819-2_S7","13819-2_S7","csp","Indels",1203,FALSE
"13819-2_S7","13819-2_S7","csp","Singelton",4574,FALSE
"13819-2_S7","13819-2_S7","csp","Chimera",2976,FALSE
"13819-2_S7","13819-2_S7","csp","csp-35",6963,FALSE
"13819-2_S7","13819-2_S7","csp","csp-8",53487,FALSE
"13819-2_S7","13819-2_S7","csp","csp-4",172930,FALSE
"13839-2_S11","13839-2_S11","csp","Noise",7681,FALSE
"13839-2_S11","13839-2_S11","csp","Indels",824,FALSE
"13839-2_S11","13839-2_S11","csp","Singelton",3142,FALSE
"13839-2_S11","13839-2_S11","csp","Chimera",367,FALSE
"13839-2_S11","13839-2_S11","csp","csp-31",155406,FALSE
"18330-2_S5","18330-2_S5","csp","Noise",1994,FALSE
"18330-2_S5","18330-2_S5","csp","Indels",4594,FALSE
"18330-2_S5","18330-2_S5","csp","Singelton",4088,FALSE
"18330-2_S5","18330-2_S5","csp","Chimera",227,FALSE
"18330-2_S5","18330-2_S5","csp","csp-22",324424,FALSE
"18411-2_S14","18411-2_S14","csp","Noise",101,FALSE
"18411-2_S14","18411-2_S14","csp","Indels",469,FALSE
"18411-2_S14","18411-2_S14","csp","Singelton",3642,FALSE
"18411-2_S14","18411-2_S14","csp","Chimera",307,FALSE
"18411-2_S14","18411-2_S14","csp","Noise",12749,FALSE
"18411-2_S14","18411-2_S14","csp","csp-35",292121,FALSE
"18437-2_S16","18437-2_S16","csp","Noise",789,FALSE
"18437-2_S16","18437-2_S16","csp","Indels",409,FALSE
"18437-2_S16","18437-2_S16","csp","Singelton",2882,FALSE
"18437-2_S16","18437-2_S16","csp","Chimera",195,FALSE
"18437-2_S16","18437-2_S16","csp","csp-36",256707,FALSE
"192771-2_S13","192771-2_S13","csp","Noise",5155,FALSE
"192771-2_S13","192771-2_S13","csp","Indels",468,FALSE
"192771-2_S13","192771-2_S13","csp","Singelton",3197,FALSE
"192771-2_S13","192771-2_S13","csp","Chimera",244,FALSE
"192771-2_S13","192771-2_S13","csp","csp-1",245265,FALSE
"22511-2_S17","22511-2_S17","csp","Noise",640,FALSE
"22511-2_S17","22511-2_S17","csp","Indels",41901,FALSE
"22511-2_S17","22511-2_S17","csp","Singelton",3057,FALSE
"22511-2_S17","22511-2_S17","csp","Chimera",517,FALSE
"22511-2_S17","22511-2_S17","csp","csp-8",204582,FALSE
"82281-2_S2","82281-2_S2","csp","Noise",1833,FALSE
"82281-2_S2","82281-2_S2","csp","Indels",361,FALSE
"82281-2_S2","82281-2_S2","csp","Singelton",3245,FALSE
"82281-2_S2","82281-2_S2","csp","Chimera",26898,FALSE
"82281-2_S2","82281-2_S2","csp","csp-117",36288,FALSE
"82281-2_S2","82281-2_S2","csp","csp-68",114131,FALSE
"8238-2_S9","8238-2_S9","csp","Noise",1945,FALSE
"8238-2_S9","8238-2_S9","csp","Indels",371,FALSE
"8238-2_S9","8238-2_S9","csp","Singelton",3700,FALSE
"8238-2_S9","8238-2_S9","csp","Chimera",28080,FALSE
"8238-2_S9","8238-2_S9","csp","csp-117",41028,FALSE
"8238-2_S9","8238-2_S9","csp","csp-68",122100,FALSE
"Abass-2_S3","Abass-2_S3","csp","Noise",1790,FALSE
"Abass-2_S3","Abass-2_S3","csp","Indels",9455,FALSE
"Abass-2_S3","Abass-2_S3","csp","Singelton",3648,FALSE
"Abass-2_S3","Abass-2_S3","csp","Chimera",1736,FALSE
"Abass-2_S3","Abass-2_S3","csp","csp-8",11893,FALSE
"Abass-2_S3","Abass-2_S3","csp","csp-18",16095,FALSE
"Abass-2_S3","Abass-2_S3","csp","Noise",16404,FALSE
"Abass-2_S3","Abass-2_S3","csp","csp-111",33153,FALSE
"Abass-2_S3","Abass-2_S3","csp","csp-12",132203,FALSE
"Ali-2_S18","Ali-2_S18","csp","Noise",4044,FALSE
"Ali-2_S18","Ali-2_S18","csp","Indels",35286,FALSE
"Ali-2_S18","Ali-2_S18","csp","Singelton",3783,FALSE
"Ali-2_S18","Ali-2_S18","csp","Chimera",3357,FALSE
"Ali-2_S18","Ali-2_S18","csp","csp-8",7747,FALSE
"Ali-2_S18","Ali-2_S18","csp","csp-16",24123,FALSE
"Ali-2_S18","Ali-2_S18","csp","csp-47",108212,FALSE
"Balkisu-2_S1","Balkisu-2_S1","csp","Noise",1549,FALSE
"Balkisu-2_S1","Balkisu-2_S1","csp","Indels",726,FALSE
"Balkisu-2_S1","Balkisu-2_S1","csp","Singelton",2275,FALSE
"Balkisu-2_S1","Balkisu-2_S1","csp","Chimera",150,FALSE
"Balkisu-2_S1","Balkisu-2_S1","csp","csp-12",194903,FALSE
"cc001-2_S9","cc001-2_S9","csp","Noise",220,FALSE
"cc001-2_S9","cc001-2_S9","csp","Indels",551,FALSE
"cc001-2_S9","cc001-2_S9","csp","Singelton",1328,FALSE
"cc001-2_S9","cc001-2_S9","csp","Chimera",1777,FALSE
"cc001-2_S9","cc001-2_S9","csp","csp-46",1570,FALSE
"cc001-2_S9","cc001-2_S9","csp","csp-4",3871,FALSE
"cc001-2_S9","cc001-2_S9","csp","csp-8",9658,FALSE
"cc001-2_S9","cc001-2_S9","csp","csp-35",45515,FALSE
"cc002-2_S10","cc002-2_S10","csp","Noise",25,FALSE
"cc002-2_S10","cc002-2_S10","csp","Indels",238,FALSE
"cc002-2_S10","cc002-2_S10","csp","Singelton",2414,FALSE
"cc002-2_S10","cc002-2_S10","csp","Chimera",13667,FALSE
"cc002-2_S10","cc002-2_S10","csp","csp-15",1916,FALSE
"cc002-2_S10","cc002-2_S10","csp","csp-117",2236,FALSE
"cc002-2_S10","cc002-2_S10","csp","csp-35",2501,FALSE
"cc002-2_S10","cc002-2_S10","csp","csp-36",5302,FALSE
"cc002-2_S10","cc002-2_S10","csp","csp-4",5669,FALSE
"cc002-2_S10","cc002-2_S10","csp","Noise",57526,FALSE
"cc003-2_S11","cc003-2_S11","csp","Noise",167,FALSE
"cc003-2_S11","cc003-2_S11","csp","Indels",406,FALSE
"cc003-2_S11","cc003-2_S11","csp","Singelton",1169,FALSE
"cc003-2_S11","cc003-2_S11","csp","Chimera",38,FALSE
"cc003-2_S11","cc003-2_S11","csp","csp-36",82887,FALSE
"cc004-2_S12","cc004-2_S12","csp","Noise",337,FALSE
"cc004-2_S12","cc004-2_S12","csp","Indels",119,FALSE
"cc004-2_S12","cc004-2_S12","csp","Singelton",1088,FALSE
"cc004-2_S12","cc004-2_S12","csp","Chimera",811,FALSE
"cc004-2_S12","cc004-2_S12","csp","Noise",7801,FALSE
"cc004-2_S12","cc004-2_S12","csp","csp-15",13921,FALSE
"cc004-2_S12","cc004-2_S12","csp","csp-8",36339,FALSE
"cc005-2_S13","cc005-2_S13","csp","Noise",78,FALSE
"cc005-2_S13","cc005-2_S13","csp","Indels",188,FALSE
"cc005-2_S13","cc005-2_S13","csp","Singelton",668,FALSE
"cc005-2_S13","cc005-2_S13","csp","Chimera",3,FALSE
"cc005-2_S13","cc005-2_S13","csp","csp-8",44659,FALSE
"cc006-2_S14","cc006-2_S14","csp","Noise",170,FALSE
"cc006-2_S14","cc006-2_S14","csp","Indels",153,FALSE
"cc006-2_S14","cc006-2_S14","csp","Singelton",1764,FALSE
"cc006-2_S14","cc006-2_S14","csp","Chimera",842,FALSE
"cc006-2_S14","cc006-2_S14","csp","Noise",4543,FALSE
"cc006-2_S14","cc006-2_S14","csp","csp-15",9393,FALSE
"cc006-2_S14","cc006-2_S14","csp","csp-8",26725,FALSE
"cc006-2_S14","cc006-2_S14","csp","csp-18",38865,FALSE
"cc007-2_S15","cc007-2_S15","csp","Noise",325,FALSE
"cc007-2_S15","cc007-2_S15","csp","Indels",188,FALSE
"cc007-2_S15","cc007-2_S15","csp","Singelton",1360,FALSE
"cc007-2_S15","cc007-2_S15","csp","Chimera",23,FALSE
"cc007-2_S15","cc007-2_S15","csp","csp-47",84356,FALSE
"cc008-2_S16","cc008-2_S16","csp","Noise",95,FALSE
"cc008-2_S16","cc008-2_S16","csp","Indels",176,FALSE
"cc008-2_S16","cc008-2_S16","csp","Singelton",1187,FALSE
"cc008-2_S16","cc008-2_S16","csp","Chimera",34,FALSE
"cc008-2_S16","cc008-2_S16","csp","Noise",97649,FALSE
"cc009-2_S17","cc009-2_S17","csp","Noise",548,FALSE
"cc009-2_S17","cc009-2_S17","csp","Indels",126,FALSE
"cc009-2_S17","cc009-2_S17","csp","Singelton",1874,FALSE
"cc009-2_S17","cc009-2_S17","csp","Chimera",8094,FALSE
"cc009-2_S17","cc009-2_S17","csp","Noise",9057,FALSE
"cc009-2_S17","cc009-2_S17","csp","csp-35",24873,FALSE
"cc009-2_S17","cc009-2_S17","csp","csp-47",26717,FALSE
"cc010-2_S18","cc010-2_S18","csp","Noise",54,FALSE
"cc010-2_S18","cc010-2_S18","csp","Indels",90,FALSE
"cc010-2_S18","cc010-2_S18","csp","Singelton",1421,FALSE
"cc010-2_S18","cc010-2_S18","csp","Chimera",124,FALSE
"cc010-2_S18","cc010-2_S18","csp","csp-18",19463,FALSE
"cc010-2_S18","cc010-2_S18","csp","Noise",61288,FALSE
"cc011-2_S19","cc011-2_S19","csp","Noise",713,FALSE
"cc011-2_S19","cc011-2_S19","csp","Indels",6880,FALSE
"cc011-2_S19","cc011-2_S19","csp","Singelton",1268,FALSE
"cc011-2_S19","cc011-2_S19","csp","Chimera",2931,FALSE
"cc011-2_S19","cc011-2_S19","csp","Noise",1198,FALSE
"cc011-2_S19","cc011-2_S19","csp","csp-46",1295,FALSE
"cc011-2_S19","cc011-2_S19","csp","csp-39",1825,FALSE
"cc011-2_S19","cc011-2_S19","csp","csp-35",14706,FALSE
"cc011-2_S19","cc011-2_S19","csp","csp-94",15415,FALSE
"cc011-2_S19","cc011-2_S19","csp","csp-4",16124,FALSE
"cc012-2_S20","cc012-2_S20","csp","Noise",198,FALSE
"cc012-2_S20","cc012-2_S20","csp","Indels",8502,FALSE
"cc012-2_S20","cc012-2_S20","csp","Singelton",1040,FALSE
"cc012-2_S20","cc012-2_S20","csp","Chimera",1310,FALSE
"cc012-2_S20","cc012-2_S20","csp","csp-35",579,FALSE
"cc012-2_S20","cc012-2_S20","csp","csp-18",2052,FALSE
"cc012-2_S20","cc012-2_S20","csp","csp-11",5000,FALSE
"cc012-2_S20","cc012-2_S20","csp","Noise",16165,FALSE
"cc014-2_S21","cc014-2_S21","csp","Noise",349,FALSE
"cc014-2_S21","cc014-2_S21","csp","Indels",515,FALSE
"cc014-2_S21","cc014-2_S21","csp","Singelton",4772,FALSE
"cc014-2_S21","cc014-2_S21","csp","Chimera",452,FALSE
"cc014-2_S21","cc014-2_S21","csp","Noise",47917,FALSE
"cc014-2_S21","cc014-2_S21","csp","csp-7",51387,FALSE
"cc014-2_S21","cc014-2_S21","csp","csp-10",72173,FALSE
"cc014-2_S21","cc014-2_S21","csp","csp-8",154246,FALSE
"cc015-2_S22","cc015-2_S22","csp","Noise",911,FALSE
"cc015-2_S22","cc015-2_S22","csp","Indels",403,FALSE
"cc015-2_S22","cc015-2_S22","csp","Singelton",3357,FALSE
"cc015-2_S22","cc015-2_S22","csp","Chimera",164,FALSE
"cc015-2_S22","cc015-2_S22","csp","csp-1",289806,FALSE
"cc016-2_S23","cc016-2_S23","csp","Noise",900,FALSE
"cc016-2_S23","cc016-2_S23","csp","Indels",435,FALSE
"cc016-2_S23","cc016-2_S23","csp","Singelton",2991,FALSE
"cc016-2_S23","cc016-2_S23","csp","Chimera",110,FALSE
"cc016-2_S23","cc016-2_S23","csp","csp-4",267918,FALSE
"cc017-2_S24","cc017-2_S24","csp","Noise",286,FALSE
"cc017-2_S24","cc017-2_S24","csp","Indels",260,FALSE
"cc017-2_S24","cc017-2_S24","csp","Singelton",4636,FALSE
"cc017-2_S24","cc017-2_S24","csp","Chimera",516,FALSE
"cc017-2_S24","cc017-2_S24","csp","Noise",233563,FALSE
"cc018-2_S25","cc018-2_S25","csp","Noise",687,FALSE
"cc018-2_S25","cc018-2_S25","csp","Indels",325,FALSE
"cc018-2_S25","cc018-2_S25","csp","Singelton",4704,FALSE
"cc018-2_S25","cc018-2_S25","csp","Chimera",427,FALSE
"cc018-2_S25","cc018-2_S25","csp","csp-4",7289,FALSE
"cc018-2_S25","cc018-2_S25","csp","csp-55",11454,FALSE
"cc018-2_S25","cc018-2_S25","csp","Noise",27993,FALSE
"cc018-2_S25","cc018-2_S25","csp","csp-117",222522,FALSE
"cc019-2_S26","cc019-2_S26","csp","Noise",834,FALSE
"cc019-2_S26","cc019-2_S26","csp","Indels",226,FALSE
"cc019-2_S26","cc019-2_S26","csp","Singelton",2435,FALSE
"cc019-2_S26","cc019-2_S26","csp","Chimera",93,FALSE
"cc019-2_S26","cc019-2_S26","csp","csp-35",189543,FALSE
"cc020-1_S27","cc020-1_S27","csp","Noise",51,FALSE
"cc020-1_S27","cc020-1_S27","csp","Indels",5,FALSE
"cc020-1_S27","cc020-1_S27","csp","Singelton",239,FALSE
"cc020-1_S27","cc020-1_S27","csp","Chimera",16,FALSE
"cc020-1_S27","cc020-1_S27","csp","csp-68",78,FALSE
"cc020-1_S27","cc020-1_S27","csp","csp-22",116,FALSE
"cc020-1_S27","cc020-1_S27","csp","csp-1",1237,FALSE
"cc020-1_S27","cc020-1_S27","csp","csp-35",1826,FALSE
"cc020-2_S27","cc020-2_S27","csp","Noise",687,FALSE
"cc020-2_S27","cc020-2_S27","csp","Indels",678,FALSE
"cc020-2_S27","cc020-2_S27","csp","Singelton",4509,FALSE
"cc020-2_S27","cc020-2_S27","csp","Chimera",919,FALSE
"cc020-2_S27","cc020-2_S27","csp","csp-35",80970,FALSE
"cc020-2_S27","cc020-2_S27","csp","csp-8",123028,FALSE
"cc021-1_S28","cc021-1_S28","csp","Noise",64,FALSE
"cc021-1_S28","cc021-1_S28","csp","Indels",7,FALSE
"cc021-1_S28","cc021-1_S28","csp","Singelton",255,FALSE
"cc021-1_S28","cc021-1_S28","csp","Chimera",24,FALSE
"cc021-1_S28","cc021-1_S28","csp","csp-68",60,FALSE
"cc021-1_S28","cc021-1_S28","csp","csp-22",152,FALSE
"cc021-1_S28","cc021-1_S28","csp","csp-12",169,FALSE
"cc021-1_S28","cc021-1_S28","csp","csp-8",254,FALSE
"cc021-1_S28","cc021-1_S28","csp","Noise",713,FALSE
"cc021-1_S28","cc021-1_S28","csp","csp-4",1351,FALSE
"cc021-2_S28","cc021-2_S28","csp","Noise",1180,FALSE
"cc021-2_S28","cc021-2_S28","csp","Indels",77371,FALSE
"cc021-2_S28","cc021-2_S28","csp","Singelton",1440,FALSE
"cc021-2_S28","cc021-2_S28","csp","Chimera",243,FALSE
"cc021-2_S28","cc021-2_S28","csp","csp-12",65637,FALSE
"cc022-1_S29","cc022-1_S29","csp","Noise",49,FALSE
"cc022-1_S29","cc022-1_S29","csp","Indels",2,FALSE
"cc022-1_S29","cc022-1_S29","csp","Singelton",243,FALSE
"cc022-1_S29","cc022-1_S29","csp","Chimera",18,FALSE
"cc022-1_S29","cc022-1_S29","csp","csp-68",53,FALSE
"cc022-1_S29","cc022-1_S29","csp","csp-22",131,FALSE
"cc022-1_S29","cc022-1_S29","csp","Noise",476,FALSE
"cc022-1_S29","cc022-1_S29","csp","csp-8",1663,FALSE
"cc022-2_S1","cc022-2_S1","csp","Noise",2619,FALSE
"cc022-2_S1","cc022-2_S1","csp","Indels",231,FALSE
"cc022-2_S1","cc022-2_S1","csp","Singelton",2296,FALSE
"cc022-2_S1","cc022-2_S1","csp","Chimera",60,FALSE
"cc022-2_S1","cc022-2_S1","csp","csp-15",5839,FALSE
"cc022-2_S1","cc022-2_S1","csp","csp-8",175656,FALSE
"KG073-2_S19","KG073-2_S19","csp","Noise",1356,FALSE
"KG073-2_S19","KG073-2_S19","csp","Indels",73929,FALSE
"KG073-2_S19","KG073-2_S19","csp","Singelton",782,FALSE
"KG073-2_S19","KG073-2_S19","csp","Chimera",54,FALSE
"KG073-2_S19","KG073-2_S19","csp","csp-32",36625,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","Noise",533,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","Indels",761,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","Singelton",2908,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","Chimera",151,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","csp-12",10325,FALSE
"Mariam-2_S4","Mariam-2_S4","csp","csp-8",221076,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","Noise",41,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","Indels",8278,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","Singelton",2173,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","Chimera",2434,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","csp-35",1337,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","Noise",2154,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","csp-1",3596,FALSE
"MGH001-2_S8","MGH001-2_S8","csp","csp-11",35590,FALSE
"pz049-2_S20","pz049-2_S20","csp","Noise",8295,FALSE
"pz049-2_S20","pz049-2_S20","csp","Indels",1043,FALSE
"pz049-2_S20","pz049-2_S20","csp","Singelton",6304,FALSE
"pz049-2_S20","pz049-2_S20","csp","Chimera",3199,FALSE
"pz049-2_S20","pz049-2_S20","csp","csp-4",14324,FALSE
"pz049-2_S20","pz049-2_S20","csp","Noise",27262,FALSE
"pz049-2_S20","pz049-2_S20","csp","csp-15",28753,FALSE
"pz049-2_S20","pz049-2_S20","csp","csp-1",143459,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","Noise",827,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","Indels",255,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","Singelton",2506,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","Chimera",114,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","csp-12",9812,FALSE
"Rafiatu-2_S8","Rafiatu-2_S8","csp","csp-8",182779,FALSE
"Shaatu-2_S10","Shaatu-2_S10","csp","Noise",5310,FALSE
"Shaatu-2_S10","Shaatu-2_S10","csp","Indels",4698,FALSE
"Shaatu-2_S10","Shaatu-2_S10","csp","Singelton",3103,FALSE
"Shaatu-2_S10","Shaatu-2_S10","csp","Chimera",373,FALSE
"Shaatu-2_S10","Shaatu-2_S10","csp","csp-55",186772,FALSE
"sk052-2_S2","sk052-2_S2","csp","Noise",859,FALSE
"sk052-2_S2","sk052-2_S2","csp","Indels",181,FALSE
